Month,Day,Title,Link,List,Year,Genres,Budget,Box office
9,9.0,Sully,/wiki/Sully_(film),"[' biographical drama', '$60 million[3][4]', '$240.8 million[5]']",2016.0, biographical drama,$60 million[3][4],$240.8 million[5]
9,9.0,When the Bough Breaks,/wiki/When_the_Bough_Breaks_(2016_film),"[' psychological thriller', '$11 million[2]', '$30.7 million[3]']",2016.0, psychological thriller,$11 million[2],$30.7 million[3]
9,9.0,The Disappointments Room,/wiki/The_Disappointments_Room,"[' psychological horror', '$15 million[1][2]', '$5.7 million[1]']",2016.0, psychological horror,$15 million[1][2],$5.7 million[1]
9,16.0,Bridget Jones's Baby,/wiki/Bridget_Jones%27s_Baby,"['romantic comedy', '$35 million[1]', '$212 million[1]']",2016.0,romantic comedy,$35 million[1],$212 million[1]
9,16.0,Snowden,/wiki/Snowden_(film),"['biographical thriller', '$40 million[2][5]', '$37.3 million[2]']",2016.0,biographical thriller,$40 million[2][5],$37.3 million[2]
9,16.0,Blair Witch,/wiki/Blair_Witch_(film),"['found footage supernatural horror', '$5 million[3][4]', '$45.2 million[4]']",2016.0,found footage supernatural horror,$5 million[3][4],$45.2 million[4]
9,16.0,Hillsong: Let Hope Rise,/wiki/Hillsong:_Let_Hope_Rise,"[' Christian documentary', '$10 million[4]', '$2.6 million[1]']",2016.0, Christian documentary,$10 million[4],$2.6 million[1]
9,23.0,The Magnificent Seven,/wiki/The_Magnificent_Seven_(2016_film),"[' Western action', '$90–107 million[2][3]', '$162.4 million[2]']",2016.0, Western action,$90–107 million[2][3],$162.4 million[2]
9,23.0,Storks,/wiki/Storks_(film),"[' animated buddy slapstick adventure comedy', '$70 million[2]', '$183.4 million[2]']",2016.0, animated buddy slapstick adventure comedy,$70 million[2],$183.4 million[2]
9,30.0,Miss Peregrine's Home for Peculiar Children,/wiki/Miss_Peregrine%27s_Home_for_Peculiar_Children_(film),"['fantasy', '$110 million[3][4]', '$296.5 million[3]']",2016.0,fantasy,$110 million[3][4],$296.5 million[3]
9,30.0,Deepwater Horizon,/wiki/Deepwater_Horizon_(film),"[' biographical disaster', '$156 million (gross)[3]$110–120 million (net)[3]', '$121.8 million[1]']",2016.0, biographical disaster,$156 million (gross)[3]$110–120 million (net)[3],$121.8 million[1]
9,30.0,Queen of Katwe,/wiki/Queen_of_Katwe,"[' biographical sports drama', '$15\xa0million[2][3]', '$10.4\xa0million[3]']",2016.0, biographical sports drama,$15 million[2][3],$10.4 million[3]
9,30.0,Masterminds,/wiki/Masterminds_(2016_film),"[' crime comedy', '$25 million[2]', '$29.7 million[3][4]']",2016.0, crime comedy,$25 million[2],$29.7 million[3][4]
10,7.0,The Girl on the Train,/wiki/The_Girl_on_the_Train_(2016_film),"[' mystery psychological thriller', '$45–50 million[3][4]', '$173.2 million[5]']",2016.0, mystery psychological thriller,$45–50 million[3][4],$173.2 million[5]
10,7.0,The Birth of a Nation,/wiki/The_Birth_of_a_Nation_(2016_film),"[' historical drama', '$8.5 million[2]', '$16.8 million[2]']",2016.0, historical drama,$8.5 million[2],$16.8 million[2]
10,7.0,Middle School: The Worst Years of My Life,/wiki/Middle_School:_The_Worst_Years_of_My_Life_(film),"[' live-action/animated family comedy', '$8.5 million[1]', '$23 million[1]']",2016.0, live-action/animated family comedy,$8.5 million[1],$23 million[1]
10,14.0,The Accountant,/wiki/The_Accountant_(2016_film),"[' action-thriller', '$44 million[2]', '$155.2 million[2]']",2016.0, action-thriller,$44 million[2],$155.2 million[2]
10,14.0,Kevin Hart: What Now?,/wiki/Kevin_Hart:_What_Now%3F,"[' stand-up comedy concert', '$9.9 million[3]', '$23.6 million[3]']",2016.0, stand-up comedy concert,$9.9 million[3],$23.6 million[3]
10,14.0,Max Steel,/wiki/Max_Steel_(film),"['superhero', '$5 million – 10 million[3]', '$6.3 million[4]']",2016.0,superhero,$5 million – 10 million[3],$6.3 million[4]
10,21.0,Jack Reacher: Never Go Back,/wiki/Jack_Reacher:_Never_Go_Back,"[' action-thriller', '$60–96 million[2][3][4]', '$162.1 million[3]']",2016.0, action-thriller,$60–96 million[2][3][4],$162.1 million[3]
10,21.0,Keeping Up with the Joneses,/wiki/Keeping_Up_with_the_Joneses_(film),"[' action comedy', '$40 million[2][3]', '$29.9 million[3]']",2016.0, action comedy,$40 million[2][3],$29.9 million[3]
10,21.0,Ouija: Origin of Evil,/wiki/Ouija:_Origin_of_Evil,"[' supernatural horror', '$9–12 million[2][3]', '$81.7 million[3]']",2016.0, supernatural horror,$9–12 million[2][3],$81.7 million[3]
10,21.0,American Pastoral,/wiki/American_Pastoral_(film),"[' crime-drama', '$10 million[2]', '$1.7 million[3]']",2016.0, crime-drama,$10 million[2],$1.7 million[3]
10,28.0,Inferno,/wiki/Inferno_(2016_film),"[' action mystery thriller', '$75 million[2]', '$220 million[2]']",2016.0, action mystery thriller,$75 million[2],$220 million[2]
11,4.0,Doctor Strange,/wiki/Doctor_Strange_(2016_film),"[' superhero', '$165–236.6\xa0million[4][5]', '$677.8\xa0million[6]']",2016.0, superhero,$165–236.6 million[4][5],$677.8 million[6]
11,4.0,Trolls,/wiki/Trolls_(film),"[' animated jukebox musical comedy', '$125\xa0million[4]', '$347\xa0million[5]']",2016.0, animated jukebox musical comedy,$125 million[4],$347 million[5]
11,4.0,Hacksaw Ridge,/wiki/Hacksaw_Ridge,"['biographical war', '$40 million[3][4]', '$180.5 million[5]']",2016.0,biographical war,$40 million[3][4],$180.5 million[5]
11,4.0,Loving,/wiki/Loving_(2016_film),"[' biographical romantic drama', '$9 million[4]', '$12.9 million[5]']",2016.0, biographical romantic drama,$9 million[4],$12.9 million[5]
11,11.0,Arrival,/wiki/Arrival_(film),"[' science fiction drama', '$47 million[2]', '$203.4 million[3]']",2016.0, science fiction drama,$47 million[2],$203.4 million[3]
11,11.0,Billy Lynn's Long Halftime Walk,/wiki/Billy_Lynn%27s_Long_Halftime_Walk_(film),"['war drama', '$40 million[3][4]', '$30.9 million[5]']",2016.0,war drama,$40 million[3][4],$30.9 million[5]
11,11.0,Almost Christmas,/wiki/Almost_Christmas_(film),"[' Christmas comedy-drama', '$17 million[2]', '$42.6 million[3]']",2016.0, Christmas comedy-drama,$17 million[2],$42.6 million[3]
11,18.0,Fantastic Beasts and Where to Find Them,/wiki/Fantastic_Beasts_and_Where_to_Find_Them_(film),"['fantasy', '$175–200 million[5][6][7]', '$814 million[8][9]']",2016.0,fantasy,$175–200 million[5][6][7],$814 million[8][9]
11,18.0,The Edge of Seventeen,/wiki/The_Edge_of_Seventeen,"[' coming-of-age comedy-drama', '$9 million[2]', '$19.4 million[2]']",2016.0, coming-of-age comedy-drama,$9 million[2],$19.4 million[2]
11,18.0,Bleed for This,/wiki/Bleed_for_This,"[' biographical sports', '$16 million[2]', '$7.2 million[2]']",2016.0, biographical sports,$16 million[2],$7.2 million[2]
11,18.0,Manchester by the Sea,/wiki/Manchester_by_the_Sea_(film),"[' drama', '$9million[2]', '$79million[2]']",2016.0, drama,$9million[2],$79million[2]
11,23.0,Moana,/wiki/Moana_(2016_film),"[' animated musical fantasy action-adventure', '$150–175\xa0million[2][3]', '$682.6 million[1]']",2016.0, animated musical fantasy action-adventure,$150–175 million[2][3],$682.6 million[1]
11,23.0,Allied,/wiki/Allied_(film),"['romantic war drama thriller', '$85–113 million[2][3]', '$119.5 million[2]']",2016.0,romantic war drama thriller,$85–113 million[2][3],$119.5 million[2]
11,23.0,Bad Santa 2,/wiki/Bad_Santa_2,"[' black comedy drama', '$26 million[1]', '$24.1 million[3][1]']",2016.0, black comedy drama,$26 million[1],$24.1 million[3][1]
11,23.0,Rules Don't Apply,/wiki/Rules_Don%27t_Apply,"[' romantic comedy-drama', '$25\xa0million[2]', '$3.9\xa0million[2]']",2016.0, romantic comedy-drama,$25 million[2],$3.9 million[2]
12,2.0,Incarnate,/wiki/Incarnate_(film),"[' supernatural horror', '$5 million[2]', '$9 million[1]']",2016.0, supernatural horror,$5 million[2],$9 million[1]
12,9.0,La La Land,/wiki/La_La_Land,"[' musical romance', '$30 million[3]', '$472 million[4]']",2016.0, musical romance,$30 million[3],$472 million[4]
12,9.0,Office Christmas Party,/wiki/Office_Christmas_Party,"[' Christmas comedy', '$45 million[4]', '$114.5 million[4]']",2016.0, Christmas comedy,$45 million[4],$114.5 million[4]
12,16.0,Collateral Beauty,/wiki/Collateral_Beauty,"[' fantasy drama', '$36–40.3 million[2][3]', '$88.5 million[2]']",2016.0, fantasy drama,$36–40.3 million[2][3],$88.5 million[2]
12,16.0,Fences,/wiki/Fences_(film),"[' period drama', '$24 million[2]', '$64.4 million[2]']",2016.0, period drama,$24 million[2],$64.4 million[2]
12,16.0,Rogue One: A Star Wars Story,/wiki/Rogue_One,"['n', '$200–265 million[2][3]', '$1.058 billion[4]']",2016.0,n,$200–265 million[2][3],$1.058 billion[4]
12,16.0,The Founder,/wiki/The_Founder,"[' biographical drama', '$7–25 million[2][3][4]', '$24.1 million[5]']",2016.0, biographical drama,$7–25 million[2][3][4],$24.1 million[5]
12,21.0,Assassin's Creed,/wiki/Assassin%27s_Creed_(film),"['dystopian science fiction action', '$125 million[8][9]', '$240.7 million[9]']",2016.0,dystopian science fiction action,$125 million[8][9],$240.7 million[9]
12,21.0,Passengers,/wiki/Passengers_(2016_film),"[' science-fiction romance', '$110–150\xa0million[3][4]', '$303.1\xa0million[3]']",2016.0, science-fiction romance,$110–150 million[3][4],$303.1 million[3]
12,21.0,Sing,/wiki/Sing_(2016_American_film),"[' animated jukebox musical comedy', '$75 million[4]', '$634 million[4]']",2016.0, animated jukebox musical comedy,$75 million[4],$634 million[4]
12,21.0,Patriots Day,/wiki/Patriots_Day_(film),"[' action thriller', '$45 million[3]', '$52.2 million[3]']",2016.0, action thriller,$45 million[3],$52.2 million[3]
12,23.0,A Monster Calls,/wiki/A_Monster_Calls_(film),"['dark fantasy drama', '$43 million[4]', '$47.3 million[5]']",2016.0,dark fantasy drama,$43 million[4],$47.3 million[5]
12,23.0,Silence,/wiki/Silence_(2016_film),"['epic historical drama', '$40–50\xa0million[7][8][9]', '$23.8\xa0million[10]']",2016.0,epic historical drama,$40–50 million[7][8][9],$23.8 million[10]
12,23.0,Why Him?,/wiki/Why_Him%3F,"[' buddy comedy', '$38–52 million[2][3]', '$118.1 million[2]']",2016.0, buddy comedy,$38–52 million[2][3],$118.1 million[2]
12,25.0,Hidden Figures,/wiki/Hidden_Figures,"[' biographical drama', '$25 million[2]', '$236.2 million[3]']",2016.0, biographical drama,$25 million[2],$236.2 million[3]
12,25.0,Live by Night,/wiki/Live_by_Night_(film),"[' crime drama', '$90 million(gross)[2]$65 million(net)[3]', '$22.7 million[4]']",2016.0, crime drama,$90 million(gross)[2]$65 million(net)[3],$22.7 million[4]
12,28.0,Paterson,/wiki/Paterson_(film),"['drama', '$5 million[2]', '$10.8 million[2]']",2016.0,drama,$5 million[2],$10.8 million[2]
1,5.0,Insidious: The Last Key,/wiki/Insidious:_The_Last_Key,"[' supernatural horror', '$10 million[2]', '$167.9 million[2]']",2018.0, supernatural horror,$10 million[2],$167.9 million[2]
1,12.0,The Commuter,/wiki/The_Commuter_(film),"[' action thriller', '$30 million[5]', '$119.9 million[1]']",2018.0, action thriller,$30 million[5],$119.9 million[1]
1,12.0,Proud Mary,/wiki/Proud_Mary_(film),"['  action thriller', '$14–30 million[3][4]', '$21.8 million[5]']",2018.0,  action thriller,$14–30 million[3][4],$21.8 million[5]
1,12.0,Freak Show,/wiki/Freak_Show_(film),"[' comedy-drama', '$2 million[2]', '$20,657[3]']",2018.0, comedy-drama,$2 million[2],"$20,657[3]"
1,19.0,12 Strong,/wiki/12_Strong,"[' action-war', '$35 million[3]', '$71.1 million[2]']",2018.0, action-war,$35 million[3],$71.1 million[2]
1,19.0,Den of Thieves,/wiki/Den_of_Thieves_(film),"[' heist action', '$30 million[2]', '$80.5 million[1]']",2018.0, heist action,$30 million[2],$80.5 million[1]
1,19.0,Forever My Girl,/wiki/Forever_My_Girl,"[' romantic drama', '$3.5  million[1]', '$16.4 million[1]']",2018.0, romantic drama,$3.5  million[1],$16.4 million[1]
1,26.0,Maze Runner: The Death Cure,/wiki/Maze_Runner:_The_Death_Cure,"[' dystopian science fiction', '$62\xa0million[2]', '$288.2\xa0million[2]']",2018.0, dystopian science fiction,$62 million[2],$288.2 million[2]
2,2.0,Winchester,/wiki/Winchester_(film),"['supernatural horror', '$3.5 million[3]', '$44 million[2]']",2018.0,supernatural horror,$3.5 million[3],$44 million[2]
2,9.0,Peter Rabbit,/wiki/Peter_Rabbit_(film),"['comedy', '$50 million[5]', '$351.3 million[6]']",2018.0,comedy,$50 million[5],$351.3 million[6]
2,9.0,Fifty Shades Freed,/wiki/Fifty_Shades_Freed_(film),"[' erotic romantic drama', '$55 million[2]', '$372 million[2]']",2018.0, erotic romantic drama,$55 million[2],$372 million[2]
2,9.0,The 15:17 to Paris,/wiki/The_15:17_to_Paris,"[' biographical drama', '$30 million[5]', '$57.1 million[6]']",2018.0, biographical drama,$30 million[5],$57.1 million[6]
2,16.0,Black Panther,/wiki/Black_Panther_(film),"[' superhero', '$200\xa0million[2][3]', '$1.349\xa0billion[4]']",2018.0, superhero,$200 million[2][3],$1.349 billion[4]
2,23.0,Game Night,/wiki/Game_Night_(film),"[' action comedy', '$37 million[2]', '$117.7 million[2]']",2018.0, action comedy,$37 million[2],$117.7 million[2]
2,23.0,Annihilation,/wiki/Annihilation_(film),"['science fiction psychological horror', '$40–55 million[3][4][1][5]', '$43.1 million[1]']",2018.0,science fiction psychological horror,$40–55 million[3][4][1][5],$43.1 million[1]
2,23.0,Every Day,/wiki/Every_Day_(2018_film),"[' romantic fantasy drama', '$4.9million[2]', '$10.4million[2]']",2018.0, romantic fantasy drama,$4.9million[2],$10.4million[2]
3,2.0,Red Sparrow,/wiki/Red_Sparrow,"[' spy thriller', '$69 million[3]', '$151.6 million[3]']",2018.0, spy thriller,$69 million[3],$151.6 million[3]
3,2.0,Death Wish,/wiki/Death_Wish_(2018_film),"[' vigilante', '$30 million', '$49.6 million']",2018.0, vigilante,$30 million,$49.6 million
3,9.0,A Wrinkle in Time,/wiki/A_Wrinkle_in_Time_(2018_film),"[' science fantasy adventure', '$100–130 million[2][3][4]', '$133.2 million[5]']",2018.0, science fantasy adventure,$100–130 million[2][3][4],$133.2 million[5]
3,9.0,Thoroughbreds,/wiki/Thoroughbreds_(2017_film),"[' black comedy thriller', '$5\xa0million[2][3]', '$3.2\xa0million[4]']",2018.0, black comedy thriller,$5 million[2][3],$3.2 million[4]
3,9.0,The Strangers: Prey at Night,/wiki/The_Strangers:_Prey_at_Night,"['slasher', '$5 million[3]', '$32.1 million[1]']",2018.0,slasher,$5 million[3],$32.1 million[1]
3,9.0,The Hurricane Heist,/wiki/The_Hurricane_Heist,"[' disaster heist action', '$35–40 million[1][2]', '$32.5 million[1][2]']",2018.0, disaster heist action,$35–40 million[1][2],$32.5 million[1][2]
3,16.0,Tomb Raider,/wiki/Tomb_Raider_(film),"['action-adventure', '$90–106 million[6]', '$274.7 million[7]']",2018.0,action-adventure,$90–106 million[6],$274.7 million[7]
3,16.0,"Love, Simon","/wiki/Love,_Simon","[' romantic comedy-drama', '$10–17million[2][3]', '$66.3million[4]']",2018.0, romantic comedy-drama,$10–17million[2][3],$66.3million[4]
3,16.0,I Can Only Imagine,/wiki/I_Can_Only_Imagine_(film),"[' Christian biographical drama', '$7 million[2]', '$86 million[3][2]']",2018.0, Christian biographical drama,$7 million[2],$86 million[3][2]
3,16.0,Flower,/wiki/Flower_(film),"[' comedy-drama', '$500,000[1]', '$380,553[2]']",2018.0, comedy-drama,"$500,000[1]","$380,553[2]"
3,23.0,Pacific Rim Uprising,/wiki/Pacific_Rim_Uprising,"[' science fiction monster', '$150–176 million[a]', '$290.9million[4]']",2018.0, science fiction monster,$150–176 million[a],$290.9million[4]
3,23.0,Sherlock Gnomes,/wiki/Sherlock_Gnomes,"['animated mystery comedy', '$59million[1]', '$90.5\xa0million[1]']",2018.0,animated mystery comedy,$59million[1],$90.5 million[1]
3,23.0,Unsane,/wiki/Unsane,"[' psychological horror', '$1.5 million[2]', '$14.3 million[3]']",2018.0, psychological horror,$1.5 million[2],$14.3 million[3]
3,23.0,"Paul, Apostle of Christ","/wiki/Paul,_Apostle_of_Christ","[' biblical drama', '$5 million[3]', '$25.5 million[3][4]']",2018.0, biblical drama,$5 million[3],$25.5 million[3][4]
3,23.0,Midnight Sun,/wiki/Midnight_Sun_(2018_film),"[' romantic drama', '$2.8 million[2]', '$27.4 million[3]']",2018.0, romantic drama,$2.8 million[2],$27.4 million[3]
3,29.0,Ready Player One,/wiki/Ready_Player_One_(film),"[' science fiction action', '$155–175 million[5][6][7]', '$607 million[8]']",2018.0, science fiction action,$155–175 million[5][6][7],$607 million[8]
3,30.0,Acrimony,/wiki/Acrimony_(film),"['  psychological thriller  ', '$20 million[3]', '$46.4 million[4]']",2018.0,  psychological thriller  ,$20 million[3],$46.4 million[4]
4,6.0,A Quiet Place,/wiki/A_Quiet_Place,"[' post-apocalyptic science fiction horror', '$17\xa0million[2]', '$341\xa0million[3]']",2018.0, post-apocalyptic science fiction horror,$17 million[2],$341 million[3]
4,6.0,Blockers,/wiki/Blockers_(film),"[' sex comedy', '$21 million[2]', '$94 million[3]']",2018.0, sex comedy,$21 million[2],$94 million[3]
4,6.0,Chappaquiddick,/wiki/Chappaquiddick_(film),"[' political drama', '$34 million[2]', '$18.3 million[3]']",2018.0, political drama,$34 million[2],$18.3 million[3]
4,13.0,Rampage,/wiki/Rampage_(2018_film),"[' science fiction action adventure monster', '$120–140 million[4][5]', '$428 million[6]']",2018.0, science fiction action adventure monster,$120–140 million[4][5],$428 million[6]
4,13.0,Truth or Dare,/wiki/Truth_or_Dare_(2018_film),"[' supernatural horror', '$3.5 million[1]', '$95.3 million[2]']",2018.0, supernatural horror,$3.5 million[1],$95.3 million[2]
4,13.0,The Rider,/wiki/The_Rider_(film),"[' contemporary western', '$80,000', '$4.2 million[1][2]']",2018.0, contemporary western,"$80,000",$4.2 million[1][2]
4,13.0,Sgt. Stubby: An American Hero,/wiki/Sgt._Stubby:_An_American_Hero,"['animated adventure', '$25 million[1]', '$4.9 million[2]']",2018.0,animated adventure,$25 million[1],$4.9 million[2]
4,20.0,I Feel Pretty,/wiki/I_Feel_Pretty_(film),"[' comedy', '$32\xa0million[2]', '$94.5\xa0million[2]']",2018.0, comedy,$32 million[2],$94.5 million[2]
4,20.0,Super Troopers 2,/wiki/Super_Troopers_2,"[' comedy', '$13.5 million[1][2]', '$31.6 million[3]']",2018.0, comedy,$13.5 million[1][2],$31.6 million[3]
4,20.0,Traffik,/wiki/Traffik_(film),"[' horror-thriller', '$4 million[2]', '$9.5 million[1]']",2018.0, horror-thriller,$4 million[2],$9.5 million[1]
4,20.0,The House of Tomorrow,/wiki/The_House_of_Tomorrow_(2017_film),"[' independent comedy-drama', '$8.6million', '$6.9million']",2018.0, independent comedy-drama,$8.6million,$6.9million
4,27.0,Avengers: Infinity War,/wiki/Avengers:_Infinity_War,"[' superhero', '$325–400 million[2][3]', '$2.052\xa0billion[4]']",2018.0, superhero,$325–400 million[2][3],$2.052 billion[4]
4,27.0,Disobedience,/wiki/Disobedience_(2017_film),"['romantic drama', '$6 million[1]', '$8.0 million[2]']",2018.0,romantic drama,$6 million[1],$8.0 million[2]
4,27.0,Backstabbing for Beginners,/wiki/Backstabbing_for_Beginners,"['political thriller', '$8 million', '$367,000[1]']",2018.0,political thriller,$8 million,"$367,000[1]"
5,4.0,Overboard,/wiki/Overboard_(2018_film),"[' romantic comedy', '$12 million[2]', '$91.2 million[3]']",2018.0, romantic comedy,$12 million[2],$91.2 million[3]
5,11.0,Life of the Party,/wiki/Life_of_the_Party_(2018_film),"[' comedy', '$30 million[2]', '$65.9 million[3]']",2018.0, comedy,$30 million[2],$65.9 million[3]
5,11.0,Breaking In,/wiki/Breaking_In_(2018_film),"[' action thriller', '$12 million[3]', '$51.4 million[3]']",2018.0, action thriller,$12 million[3],$51.4 million[3]
5,18.0,Deadpool 2,/wiki/Deadpool_2,"[' superhero', '$110\xa0million[2]', '$785.8\xa0million[2]']",2018.0, superhero,$110 million[2],$785.8 million[2]
5,18.0,Book Club,/wiki/Book_Club_(film),"[' romantic comedy', '$14.1 million[2]', '$104.4 million[3]']",2018.0, romantic comedy,$14.1 million[2],$104.4 million[3]
5,18.0,Show Dogs,/wiki/Show_Dogs,"[' buddy cop comedy', '$5.5 million[2][3]', '$39.2 million[4]']",2018.0, buddy cop comedy,$5.5 million[2][3],$39.2 million[4]
5,25.0,Solo: A Star Wars Story,/wiki/Solo:_A_Star_Wars_Story,"[' space Western', '$275–330.4 million[10](gross)$270.8–300 million (net)[10][11][12][13]', '$393.2 million[14]']",2018.0, space Western,$275–330.4 million[10](gross)$270.8–300 million (net)[10][11][12][13],$393.2 million[14]
6,1.0,Action Point,/wiki/Action_Point,"[' slapstick comedy', '$19 million[2]', '$5.1 million[2]']",2018.0, slapstick comedy,$19 million[2],$5.1 million[2]
6,1.0,Upgrade,/wiki/Upgrade_(film),"['cyberpunk action', '$3 million[3][4]', '$17 million[4]']",2018.0,cyberpunk action,$3 million[3][4],$17 million[4]
6,8.0,Ocean's 8,/wiki/Ocean%27s_8,"[' heist comedy', '$70 million[3]', '$297.8 million[3]']",2018.0, heist comedy,$70 million[3],$297.8 million[3]
6,8.0,Won't You Be My Neighbor?,/wiki/Won%27t_You_Be_My_Neighbor%3F_(film),"[' documentary', '$25 million', '$22.8 million[1]']",2018.0, documentary,$25 million,$22.8 million[1]
6,8.0,Hereditary,/wiki/Hereditary_(film),"[' psychological supernatural horror', '$10 million[2]', '$82.8 million[3]']",2018.0, psychological supernatural horror,$10 million[2],$82.8 million[3]
6,8.0,Hotel Artemis,/wiki/Hotel_Artemis,"['action crime thriller film written and directed by Drew Pearce, in his feature', '$15.5 million[3][4]', '$13.3 million[5]']",2018.0,"action crime thriller film written and directed by Drew Pearce, in his feature",$15.5 million[3][4],$13.3 million[5]
6,13.0,Superfly,/wiki/Superfly_(2018_film),"[' action crime thriller', '$16–29 million[1]', '$20.8 million[2]']",2018.0, action crime thriller,$16–29 million[1],$20.8 million[2]
6,15.0,Incredibles 2,/wiki/Incredibles_2,"[' animated superhero', '$200\xa0million[2][3]', '$1.243\xa0billion[4]']",2018.0, animated superhero,$200 million[2][3],$1.243 billion[4]
6,15.0,Tag,/wiki/Tag_(2018_film),"[' comedy', '$28 million[1][2]', '$78.1 million[1]']",2018.0, comedy,$28 million[1][2],$78.1 million[1]
6,15.0,Gotti,/wiki/Gotti_(2018_film),"[' biographical crime', '$10 million[4]', '$6.4 million[5]']",2018.0, biographical crime,$10 million[4],$6.4 million[5]
6,22.0,Jurassic World: Fallen Kingdom,/wiki/Jurassic_World:_Fallen_Kingdom,"['science fiction action', '$432 million[6]', '$1.310 billion[7][8]']",2018.0,science fiction action,$432 million[6],$1.310 billion[7][8]
6,28.0,The Domestics,/wiki/The_Domestics,"[' post-apocalyptic action horror', '$10.6 million[1]', '$59,766[2]']",2018.0, post-apocalyptic action horror,$10.6 million[1],"$59,766[2]"
6,29.0,Sicario: Day of the Soldado,/wiki/Sicario:_Day_of_the_Soldado,"[' action-thriller', '$35–45 million[3]', '$75.8 million[4]']",2018.0, action-thriller,$35–45 million[3],$75.8 million[4]
6,29.0,Uncle Drew,/wiki/Uncle_Drew,"[' sports comedy', '$18 million[2]', '$46.7 million[3]']",2018.0, sports comedy,$18 million[2],$46.7 million[3]
6,29.0,Woman Walks Ahead,/wiki/Woman_Walks_Ahead,"[' biographical drama Western', '$5 million[1]', '$80,912[2][3]']",2018.0, biographical drama Western,$5 million[1],"$80,912[2][3]"
7,4.0,The First Purge,/wiki/The_First_Purge,"[' dystopian action horror', '$13 million[2]', '$137.1 million[3]']",2018.0, dystopian action horror,$13 million[2],$137.1 million[3]
7,6.0,Ant-Man and the Wasp,/wiki/Ant-Man_and_the_Wasp,"[' superhero', '$130–195 million[2][3][4]', '$622.7\xa0million[5]']",2018.0, superhero,$130–195 million[2][3][4],$622.7 million[5]
7,13.0,Hotel Transylvania 3: Summer Vacation,/wiki/Hotel_Transylvania_3:_Summer_Vacation,"[' animated monster comedy', '$65-80 million[4][5]', '$528.6 million[5]']",2018.0, animated monster comedy,$65-80 million[4][5],$528.6 million[5]
7,13.0,Skyscraper,/wiki/Skyscraper_(2018_film),"[' action thriller', '$125–129 million[2][3]', '$304.9 million[2]']",2018.0, action thriller,$125–129 million[2][3],$304.9 million[2]
7,13.0,Eighth Grade,/wiki/Eighth_Grade_(film),"[' coming-of-age comedy-drama', '$2 million[3]', '$14.3 million[4]']",2018.0, coming-of-age comedy-drama,$2 million[3],$14.3 million[4]
7,13.0,"Don't Worry, He Won't Get Far on Foot","/wiki/Don%27t_Worry,_He_Won%27t_Get_Far_on_Foot","[' comedy-drama', '$3.5 million[2]', '$4.2 million[3]']",2018.0, comedy-drama,$3.5 million[2],$4.2 million[3]
7,13.0,Shock and Awe,/wiki/Shock_and_Awe_(film),"[' drama', '$15.5 million[4]', '$182,415[5]']",2018.0, drama,$15.5 million[4],"$182,415[5]"
7,20.0,Mamma Mia! Here We Go Again,/wiki/Mamma_Mia!_Here_We_Go_Again,"[' / American production jukebox musical romantic comedy', '$75 million[4]', '$402.3 million[4]']",2018.0, / American production jukebox musical romantic comedy,$75 million[4],$402.3 million[4]
7,20.0,The Equalizer 2,/wiki/The_Equalizer_2,"[' vigilante action-thriller', '$62–79 million[2]', '$190.4 million[3]']",2018.0, vigilante action-thriller,$62–79 million[2],$190.4 million[3]
7,20.0,Unfriended: Dark Web,/wiki/Unfriended:_Dark_Web,"[' screenlife horror', '$1 million[1]', '$16.4 million[2]']",2018.0, screenlife horror,$1 million[1],$16.4 million[2]
7,27.0,Mission: Impossible – Fallout,/wiki/Mission:_Impossible_%E2%80%93_Fallout,"[' action-adventure', '$178–$180million', '$791.1million']",2018.0, action-adventure,$178–$180million,$791.1million
7,27.0,Teen Titans Go! To the Movies,/wiki/Teen_Titans_Go!_To_the_Movies,"[' animated superhero comedy', '$10 million[3]', '$52.1 million[3]']",2018.0, animated superhero comedy,$10 million[3],$52.1 million[3]
8,3.0,Christopher Robin,/wiki/Christopher_Robin_(film),"[' live-action/animated fantasy comedy drama', '$65-70 million[3][4]', '$197.7 million[5]']",2018.0, live-action/animated fantasy comedy drama,$65-70 million[3][4],$197.7 million[5]
8,3.0,The Darkest Minds,/wiki/The_Darkest_Minds,"[' dystopian science fiction', '$34 million[2]', '$41.1 million[2]']",2018.0, dystopian science fiction,$34 million[2],$41.1 million[2]
8,3.0,The Spy Who Dumped Me,/wiki/The_Spy_Who_Dumped_Me,"[' action comedy', '$40\xa0million[2]', '$75.3\xa0million[2]']",2018.0, action comedy,$40 million[2],$75.3 million[2]
8,3.0,The Miseducation of Cameron Post,/wiki/The_Miseducation_of_Cameron_Post_(film),"['coming-of-age drama', '$900,000[2]', '$2 million[3]']",2018.0,coming-of-age drama,"$900,000[2]",$2 million[3]
8,8.0,Dog Days,/wiki/Dog_Days_(2018_film),"[' American romantic comedy', '$10 million[1]', '$6.8 million[2]']",2018.0, American romantic comedy,$10 million[1],$6.8 million[2]
8,10.0,The Meg,/wiki/The_Meg,"['science fiction action', '$130 million', '$530.2 million[2]']",2018.0,science fiction action,$130 million,$530.2 million[2]
8,10.0,BlacKkKlansman,/wiki/BlacKkKlansman,"[' biographical comedy-drama', '$15 million[1]', '$93.4 million[1]']",2018.0, biographical comedy-drama,$15 million[1],$93.4 million[1]
